customer_rank,subscription_probability,predicted_subscription,campaign_priority,age,job,marital,education,default,housing,loan,contact,month,day_of_week,duration,campaign,pdays,previous,poutcome,emp.var.rate,cons.price.idx,cons.conf.idx,euribor3m,nr.employed,y
6657,0.543921,yes,Medium,34,admin.,married,basic.6y,no,yes,no,cellular,apr,mon,599,1,999,0,nonexistent,-1.8,93.075,-47.1,1.466,5099.1,no
6658,0.54382,yes,Medium,31,blue-collar,single,basic.9y,no,yes,yes,cellular,apr,mon,218,1,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,no
6659,0.543471,yes,Medium,49,admin.,divorced,high.school,no,unknown,unknown,cellular,apr,fri,88,3,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,no
6660,0.543384,yes,Medium,46,admin.,single,high.school,no,no,yes,cellular,may,mon,83,5,999,0,nonexistent,-1.8,92.893,-46.2,1.354,5099.1,no
6661,0.543376,yes,Medium,44,services,divorced,high.school,no,no,no,cellular,apr,tue,562,1,999,0,nonexistent,-1.8,93.075,-47.1,1.453,5099.1,no
6662,0.543376,yes,Medium,44,services,divorced,high.school,no,no,no,cellular,apr,tue,265,1,999,0,nonexistent,-1.8,93.075,-47.1,1.453,5099.1,no
6663,0.543275,yes,Medium,36,admin.,single,high.school,no,yes,no,cellular,apr,fri,245,5,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,no
6664,0.543153,yes,Medium,35,technician,single,professional.course,no,yes,no,telephone,nov,fri,160,1,999,0,nonexistent,-0.1,93.2,-42.0,4.223,5195.8,yes
6665,0.543009,yes,Medium,48,admin.,divorced,unknown,no,no,no,cellular,apr,fri,85,1,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,no
6666,0.542908,yes,Medium,36,admin.,single,high.school,no,yes,yes,cellular,apr,fri,299,2,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,no
6667,0.542887,yes,Medium,57,entrepreneur,married,basic.9y,no,yes,no,cellular,may,mon,47,2,999,0,nonexistent,-1.8,92.893,-46.2,1.354,5099.1,no
6668,0.542807,yes,Medium,53,admin.,married,university.degree,no,yes,no,cellular,apr,fri,771,1,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,no
6669,0.54267,yes,Medium,29,blue-collar,divorced,high.school,no,no,no,cellular,may,fri,760,1,999,0,nonexistent,-1.8,92.893,-46.2,1.25,5099.1,yes
6670,0.542512,yes,Medium,37,technician,single,professional.course,no,yes,no,cellular,apr,mon,20,4,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,no
6671,0.542388,yes,Medium,18,student,single,unknown,no,yes,yes,telephone,aug,wed,297,1,999,0,nonexistent,-1.7,94.027,-38.3,0.9,4991.6,no
6672,0.542378,yes,Medium,25,technician,single,university.degree,no,no,yes,cellular,may,mon,304,3,12,2,failure,-1.8,92.893,-46.2,1.299,5099.1,no
6673,0.542348,yes,Medium,53,admin.,married,professional.course,no,yes,no,cellular,apr,mon,476,3,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,no
6674,0.542225,yes,Medium,23,student,single,basic.9y,no,no,yes,cellular,may,fri,563,1,999,0,nonexistent,-1.8,92.893,-46.2,1.259,5099.1,no
6675,0.542024,yes,Medium,34,admin.,single,basic.6y,no,no,no,cellular,apr,mon,28,5,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,no
6676,0.541896,yes,Medium,54,technician,married,high.school,no,yes,no,cellular,apr,mon,82,1,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,no
6677,0.541601,yes,Medium,31,admin.,married,university.degree,no,no,no,cellular,apr,fri,170,1,999,0,nonexistent,-1.8,93.075,-47.1,1.479,5099.1,no
6678,0.541355,yes,Medium,50,admin.,married,unknown,no,yes,no,cellular,apr,fri,121,1,999,0,nonexistent,-1.8,93.075,-47.1,1.479,5099.1,no
6679,0.541353,yes,Medium,19,student,single,basic.9y,no,yes,no,cellular,may,fri,491,1,999,0,nonexistent,-1.8,92.893,-46.2,1.259,5099.1,yes
6680,0.541158,yes,Medium,54,blue-collar,married,basic.4y,no,no,no,cellular,may,mon,191,3,999,0,nonexistent,-1.8,92.893,-46.2,1.354,5099.1,no
6681,0.541139,yes,Medium,31,technician,married,professional.course,no,yes,no,telephone,jun,tue,208,1,999,0,nonexistent,-1.7,94.055,-39.8,0.723,4991.6,yes
6682,0.541065,yes,Medium,45,services,married,high.school,no,no,no,cellular,apr,tue,139,1,999,0,nonexistent,-1.8,93.075,-47.1,1.453,5099.1,no
6683,0.540921,yes,Medium,27,admin.,single,university.degree,no,yes,yes,cellular,apr,wed,98,1,999,1,failure,-1.8,93.075,-47.1,1.445,5099.1,no
6684,0.540821,yes,Medium,25,management,single,university.degree,no,yes,no,cellular,may,mon,362,5,999,0,nonexistent,-1.8,92.893,-46.2,1.354,5099.1,no
6685,0.540621,yes,Medium,22,technician,single,university.degree,no,no,no,cellular,may,fri,382,1,999,0,nonexistent,-1.8,92.893,-46.2,1.25,5099.1,yes
6686,0.540376,yes,Medium,41,admin.,single,high.school,no,no,no,cellular,apr,fri,68,3,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,no
6687,0.54018,yes,Medium,36,admin.,married,high.school,unknown,no,no,cellular,may,mon,899,3,999,0,nonexistent,-1.8,92.893,-46.2,1.244,5099.1,yes
6688,0.539856,yes,Medium,35,technician,divorced,professional.course,no,no,no,cellular,may,fri,354,1,999,0,nonexistent,-1.8,92.893,-46.2,1.259,5099.1,yes
6689,0.539621,yes,Medium,33,admin.,single,university.degree,no,yes,yes,telephone,aug,mon,109,1,999,2,failure,-1.7,94.027,-38.3,0.898,4991.6,no
6690,0.539537,yes,Medium,39,admin.,married,high.school,no,no,no,cellular,may,mon,1063,5,999,0,nonexistent,-1.8,92.893,-46.2,1.354,5099.1,yes
6691,0.539299,yes,Medium,33,blue-collar,married,basic.9y,no,yes,yes,telephone,nov,wed,68,1,999,0,nonexistent,-0.1,93.2,-42.0,4.663,5195.8,no
6692,0.539297,yes,Medium,75,retired,married,basic.9y,no,no,no,telephone,sep,fri,543,9,999,1,failure,-1.1,94.199,-37.5,0.883,4963.6,no
6693,0.539149,yes,Medium,32,services,single,high.school,no,no,no,cellular,may,mon,196,1,999,0,nonexistent,-1.8,92.893,-46.2,1.354,5099.1,no
6694,0.539147,yes,Medium,40,technician,married,basic.9y,no,yes,no,cellular,nov,mon,414,2,999,3,failure,-1.1,94.767,-50.8,1.048,4963.6,no
6695,0.539126,yes,Medium,52,entrepreneur,married,university.degree,no,yes,no,cellular,apr,wed,126,1,999,2,failure,-1.8,93.075,-47.1,1.415,5099.1,no
6696,0.539111,yes,Medium,34,admin.,single,university.degree,no,no,no,cellular,may,mon,75,5,999,0,nonexistent,-1.8,92.893,-46.2,1.354,5099.1,no
6697,0.538927,yes,Medium,49,admin.,single,basic.6y,no,yes,yes,cellular,apr,fri,441,2,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,no
6698,0.538833,yes,Medium,38,services,married,basic.9y,no,yes,no,cellular,apr,thu,417,2,999,0,nonexistent,-1.8,93.075,-47.1,1.41,5099.1,no
6699,0.538804,yes,Medium,35,blue-collar,married,basic.9y,no,yes,no,cellular,nov,mon,212,1,999,2,failure,-1.1,94.767,-50.8,1.05,4963.6,no
6700,0.538232,yes,Medium,57,admin.,divorced,high.school,no,yes,no,cellular,apr,fri,97,1,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,no
6701,0.538196,yes,Medium,38,management,married,university.degree,no,no,no,cellular,may,mon,208,3,999,0,nonexistent,-1.8,92.893,-46.2,1.354,5099.1,no
6702,0.538158,yes,Medium,30,unknown,married,professional.course,no,no,no,cellular,may,mon,399,1,999,0,nonexistent,-1.8,92.893,-46.2,1.354,5099.1,no
6703,0.538156,yes,Medium,50,entrepreneur,married,high.school,no,yes,no,cellular,apr,mon,257,1,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,no
6704,0.537943,yes,Medium,40,self-employed,married,university.degree,no,yes,no,cellular,apr,thu,236,1,999,1,failure,-1.8,93.075,-47.1,1.435,5099.1,no
6705,0.537912,yes,Medium,34,student,single,professional.course,no,yes,no,telephone,oct,fri,6,1,999,0,nonexistent,-1.1,94.601,-49.5,0.993,4963.6,no
6706,0.537623,yes,Medium,38,admin.,married,university.degree,no,yes,no,cellular,apr,fri,107,1,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,yes
6707,0.537539,yes,Medium,48,unemployed,single,basic.9y,no,yes,no,cellular,apr,thu,228,1,999,1,failure,-1.8,93.075,-47.1,1.365,5099.1,no
6708,0.537456,yes,Medium,25,student,single,high.school,no,no,no,telephone,sep,mon,185,1,999,0,nonexistent,-1.1,94.199,-37.5,0.876,4963.6,yes
6709,0.53737,yes,Medium,41,blue-collar,divorced,basic.4y,no,no,yes,cellular,apr,thu,316,2,999,0,nonexistent,-1.8,93.075,-47.1,1.41,5099.1,no
6710,0.537358,yes,Medium,41,admin.,single,professional.course,no,yes,yes,cellular,apr,fri,41,1,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,no
6711,0.537348,yes,Medium,46,blue-collar,married,basic.6y,no,yes,no,cellular,may,mon,1091,3,999,0,nonexistent,-1.8,92.893,-46.2,1.354,5099.1,yes
6712,0.537256,yes,Medium,28,blue-collar,single,basic.9y,no,yes,no,cellular,apr,fri,65,2,999,0,nonexistent,-1.8,93.075,-47.1,1.4,5099.1,no
6713,0.537141,yes,Medium,44,self-employed,married,high.school,no,yes,no,cellular,may,mon,108,1,999,0,nonexistent,-1.8,92.893,-46.2,1.354,5099.1,no
6714,0.53705,yes,Medium,32,unemployed,married,high.school,no,no,no,telephone,sep,tue,6,1,999,1,failure,-1.1,94.199,-37.5,0.877,4963.6,no
6715,0.537045,yes,Medium,39,admin.,married,university.degree,no,yes,no,cellular,apr,fri,73,1,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,no
6716,0.536701,yes,Medium,36,admin.,single,high.school,no,no,no,cellular,apr,fri,193,3,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,no
6717,0.536507,yes,Medium,32,blue-collar,married,basic.9y,no,no,no,cellular,apr,mon,41,2,999,0,nonexistent,-1.8,93.075,-47.1,1.466,5099.1,no
6718,0.53648,yes,Medium,48,admin.,married,high.school,no,no,no,telephone,nov,wed,24,1,999,0,nonexistent,-0.1,93.2,-42.0,4.286,5195.8,no
6719,0.536409,yes,Medium,38,technician,married,university.degree,no,yes,no,telephone,sep,thu,173,1,999,3,failure,-1.1,94.199,-37.5,0.884,4963.6,no
6720,0.536356,yes,Medium,42,admin.,single,high.school,no,no,no,cellular,apr,fri,377,2,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,no
6721,0.536356,yes,Medium,42,admin.,single,high.school,no,no,no,cellular,apr,fri,166,2,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,no
6722,0.536232,yes,Medium,38,technician,married,professional.course,no,yes,no,cellular,apr,mon,90,2,999,0,nonexistent,-1.8,93.075,-47.1,1.392,5099.1,no
6723,0.536174,yes,Medium,41,blue-collar,married,high.school,no,no,yes,telephone,apr,thu,55,2,999,0,nonexistent,-1.8,93.075,-47.1,1.41,5099.1,no
6724,0.536047,yes,Medium,48,admin.,married,university.degree,no,no,no,cellular,apr,fri,324,3,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,no
6725,0.535955,yes,Medium,42,services,married,university.degree,no,yes,no,cellular,apr,mon,155,4,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,no
6726,0.535941,yes,Medium,30,technician,single,professional.course,no,no,no,cellular,may,wed,229,3,999,0,nonexistent,-1.8,92.893,-46.2,1.27,5099.1,yes
6727,0.535765,yes,Medium,41,admin.,married,high.school,no,yes,yes,cellular,apr,mon,982,1,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,no
6728,0.535765,yes,Medium,41,admin.,married,high.school,no,yes,yes,cellular,apr,mon,254,1,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,no
6729,0.5357,yes,Medium,54,admin.,single,university.degree,no,no,no,cellular,may,mon,337,1,999,0,nonexistent,-1.8,92.893,-46.2,1.264,5099.1,yes
6730,0.535571,yes,Medium,56,admin.,divorced,university.degree,no,yes,no,cellular,may,mon,867,1,999,0,nonexistent,-1.8,92.893,-46.2,1.264,5099.1,yes
6731,0.535513,yes,Medium,37,housemaid,married,university.degree,no,yes,no,telephone,nov,wed,129,1,999,0,nonexistent,-0.1,93.2,-42.0,4.286,5195.8,no
6732,0.535466,yes,Medium,50,technician,married,unknown,no,yes,yes,cellular,may,tue,400,1,999,0,nonexistent,-1.8,92.893,-46.2,1.344,5099.1,yes
6733,0.535454,yes,Medium,30,blue-collar,married,basic.4y,no,no,no,cellular,apr,mon,19,5,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,no
6734,0.535317,yes,Medium,35,management,married,university.degree,no,no,no,telephone,aug,fri,12,1,999,0,nonexistent,-1.7,94.027,-38.3,0.898,4991.6,no
6735,0.535294,yes,Medium,34,entrepreneur,married,university.degree,no,yes,no,cellular,apr,fri,104,3,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,yes
6736,0.534948,yes,Medium,60,management,married,university.degree,no,yes,no,telephone,may,mon,364,1,999,0,nonexistent,-1.8,92.893,-46.2,1.354,5099.1,no
6737,0.534713,yes,Medium,49,technician,married,unknown,no,no,no,cellular,apr,fri,378,1,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,yes
6738,0.534055,yes,Medium,49,technician,married,unknown,no,no,no,cellular,apr,fri,119,3,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,no
6739,0.534043,yes,Medium,33,blue-collar,married,basic.9y,no,no,yes,telephone,jul,mon,9,1,999,0,nonexistent,-1.7,94.215,-40.3,0.827,4991.6,no
6740,0.533938,yes,Medium,21,student,single,high.school,no,no,no,cellular,may,fri,42,4,999,0,nonexistent,-1.8,92.893,-46.2,1.25,5099.1,no
6741,0.533887,yes,Medium,30,technician,single,professional.course,no,no,no,cellular,may,fri,1015,1,999,0,nonexistent,-1.8,92.893,-46.2,1.25,5099.1,yes
6742,0.533828,yes,Medium,48,technician,married,professional.course,no,no,no,cellular,apr,wed,95,1,999,1,failure,-1.8,93.075,-47.1,1.445,5099.1,no
6743,0.533804,yes,Medium,26,admin.,married,high.school,no,yes,no,cellular,apr,mon,90,10,999,0,nonexistent,-1.8,93.075,-47.1,1.466,5099.1,no
6744,0.533563,yes,Medium,35,management,married,university.degree,no,yes,no,telephone,nov,fri,24,1,999,0,nonexistent,-0.1,93.2,-42.0,4.223,5195.8,no
6745,0.533545,yes,Medium,59,admin.,divorced,university.degree,no,yes,no,cellular,may,fri,899,1,999,0,nonexistent,-1.8,92.893,-46.2,1.25,5099.1,yes
6746,0.532974,yes,Medium,32,technician,divorced,professional.course,no,yes,no,telephone,jul,wed,18,1,999,0,nonexistent,-1.7,94.215,-40.3,0.84,4991.6,no
6747,0.532881,yes,Medium,55,management,married,university.degree,no,yes,no,cellular,apr,fri,949,2,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,yes
6748,0.532871,yes,Medium,35,technician,divorced,professional.course,no,no,no,cellular,may,fri,692,3,999,0,nonexistent,-1.8,92.893,-46.2,1.25,5099.1,yes
6749,0.532666,yes,Medium,33,admin.,single,university.degree,no,no,no,cellular,apr,fri,426,5,999,1,failure,-1.8,93.075,-47.1,1.405,5099.1,no
6750,0.532604,yes,Medium,50,admin.,married,high.school,no,yes,no,cellular,apr,mon,562,2,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,no
6751,0.532528,yes,Medium,55,services,single,high.school,no,no,yes,cellular,may,wed,107,2,999,0,nonexistent,-1.8,92.893,-46.2,1.281,5099.1,no
6752,0.532449,yes,Medium,26,student,single,professional.course,no,no,yes,cellular,may,fri,182,2,999,0,nonexistent,-1.8,92.893,-46.2,1.259,5099.1,yes
6753,0.53238,yes,Medium,38,blue-collar,married,basic.4y,no,no,no,cellular,apr,tue,277,1,999,0,nonexistent,-1.8,93.075,-47.1,1.453,5099.1,no
6754,0.53238,yes,Medium,38,blue-collar,married,basic.4y,no,no,no,cellular,apr,tue,239,1,999,0,nonexistent,-1.8,93.075,-47.1,1.453,5099.1,no
6755,0.532128,yes,Medium,31,admin.,single,high.school,unknown,yes,no,cellular,may,mon,309,1,999,0,nonexistent,-1.8,92.893,-46.2,1.244,5099.1,yes
6756,0.531962,yes,Medium,51,admin.,divorced,professional.course,no,no,yes,cellular,apr,mon,583,3,999,0,nonexistent,-1.8,93.075,-47.1,1.466,5099.1,no
6757,0.531661,yes,Medium,26,technician,single,university.degree,no,yes,yes,cellular,may,fri,173,3,999,0,nonexistent,-1.8,92.893,-46.2,1.25,5099.1,no
6758,0.531382,yes,Medium,44,admin.,married,university.degree,no,yes,yes,cellular,apr,fri,274,1,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,no
6759,0.531339,yes,Medium,48,admin.,divorced,high.school,no,no,yes,cellular,apr,fri,2139,3,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,yes
6760,0.531296,yes,Medium,31,unemployed,single,high.school,no,no,no,cellular,may,fri,10,2,999,0,nonexistent,-1.8,92.893,-46.2,1.25,5099.1,no
6761,0.531056,yes,Medium,41,admin.,married,university.degree,no,no,no,cellular,apr,fri,476,1,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,yes
6762,0.531012,yes,Medium,83,retired,married,basic.9y,no,yes,yes,cellular,may,fri,74,1,3,3,failure,-1.8,92.893,-46.2,1.259,5099.1,no
6763,0.530881,yes,Medium,24,technician,single,professional.course,no,no,no,cellular,may,fri,582,2,999,0,nonexistent,-1.8,92.893,-46.2,1.25,5099.1,no
6764,0.530628,yes,Medium,36,admin.,married,high.school,no,yes,no,cellular,apr,mon,53,1,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,no
6765,0.530618,yes,Medium,56,retired,married,high.school,no,no,yes,cellular,may,mon,613,2,999,0,nonexistent,-1.8,92.893,-46.2,1.264,5099.1,no
6766,0.530234,yes,Medium,46,entrepreneur,married,unknown,no,yes,yes,cellular,apr,mon,207,2,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,no
6767,0.530171,yes,Medium,56,services,married,high.school,no,yes,no,cellular,may,mon,520,2,999,0,nonexistent,-1.8,92.893,-46.2,1.354,5099.1,no
6768,0.529867,yes,Medium,32,services,married,high.school,unknown,yes,no,cellular,may,mon,536,2,999,0,nonexistent,-1.8,92.893,-46.2,1.244,5099.1,yes
6769,0.52985,yes,Medium,46,admin.,single,university.degree,no,no,yes,cellular,may,mon,195,1,999,0,nonexistent,-1.8,92.893,-46.2,1.264,5099.1,no
6770,0.529834,yes,Medium,26,self-employed,single,university.degree,no,no,no,cellular,may,wed,78,1,999,0,nonexistent,-1.8,92.893,-46.2,1.27,5099.1,no
6771,0.529799,yes,Medium,36,admin.,married,high.school,no,no,no,cellular,apr,mon,658,1,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,no
6772,0.529711,yes,Medium,26,blue-collar,single,high.school,no,no,no,cellular,may,fri,49,3,999,0,nonexistent,-1.8,92.893,-46.2,1.25,5099.1,no
6773,0.529711,yes,Medium,25,blue-collar,single,high.school,no,no,no,cellular,may,fri,1068,3,999,0,nonexistent,-1.8,92.893,-46.2,1.25,5099.1,yes
6774,0.529621,yes,Medium,44,unemployed,divorced,basic.9y,no,no,no,cellular,apr,wed,114,1,999,0,nonexistent,-1.8,93.075,-47.1,1.415,5099.1,no
6775,0.529397,yes,Medium,25,admin.,single,university.degree,no,yes,yes,cellular,may,tue,82,1,999,0,nonexistent,-1.8,92.893,-46.2,1.266,5099.1,no
6776,0.529243,yes,Medium,26,services,single,high.school,no,no,no,cellular,may,wed,119,2,999,0,nonexistent,-1.8,92.893,-46.2,1.27,5099.1,no
6777,0.529231,yes,Medium,30,unknown,married,professional.course,no,yes,no,cellular,may,mon,359,1,999,0,nonexistent,-1.8,92.893,-46.2,1.354,5099.1,no
6778,0.529032,yes,Medium,51,unemployed,married,high.school,no,unknown,unknown,telephone,sep,fri,228,1,999,2,failure,-1.1,94.199,-37.5,0.883,4963.6,no
6779,0.529032,yes,Medium,46,entrepreneur,married,unknown,no,yes,no,cellular,apr,mon,466,3,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,no
6780,0.528894,yes,Medium,32,admin.,married,university.degree,no,no,no,telephone,nov,wed,651,1,999,1,failure,-1.1,94.767,-50.8,1.03,4963.6,yes
6781,0.528719,yes,Medium,34,admin.,married,high.school,unknown,no,no,cellular,may,mon,186,1,999,0,nonexistent,-1.8,92.893,-46.2,1.244,5099.1,no
6782,0.528527,yes,Medium,35,admin.,married,university.degree,no,no,no,cellular,apr,fri,203,1,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,no
6783,0.528527,yes,Medium,35,admin.,married,university.degree,no,no,no,cellular,apr,fri,222,1,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,no
6784,0.528383,yes,Medium,48,services,divorced,high.school,no,yes,no,cellular,apr,mon,365,1,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,no
6785,0.528383,yes,Medium,48,services,divorced,high.school,no,yes,no,cellular,apr,mon,436,1,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,no
6786,0.528197,yes,Medium,41,blue-collar,married,basic.6y,no,yes,yes,cellular,apr,tue,608,2,999,0,nonexistent,-1.8,93.075,-47.1,1.423,5099.1,no
6787,0.528117,yes,Medium,29,admin.,single,basic.9y,unknown,no,no,cellular,may,thu,460,2,999,0,nonexistent,-1.8,92.893,-46.2,1.266,5099.1,yes
6788,0.528091,yes,Medium,46,admin.,married,university.degree,no,yes,no,telephone,apr,wed,94,7,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,no
6789,0.528051,yes,Medium,58,retired,married,university.degree,no,yes,no,telephone,may,mon,101,2,999,0,nonexistent,-1.8,92.893,-46.2,1.354,5099.1,no
6790,0.52796,yes,Medium,56,retired,married,university.degree,no,no,no,cellular,may,wed,108,2,999,0,nonexistent,-1.8,92.893,-46.2,1.27,5099.1,yes
6791,0.527898,yes,Medium,37,blue-collar,single,basic.4y,no,yes,no,cellular,apr,mon,326,3,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,no
6792,0.5278,yes,Medium,32,admin.,single,high.school,no,no,no,cellular,nov,mon,74,2,999,2,failure,-1.1,94.767,-50.8,1.048,4963.6,no
6793,0.527776,yes,Medium,38,technician,single,professional.course,no,yes,no,cellular,apr,mon,152,5,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,no
6794,0.52763,yes,Medium,50,technician,married,professional.course,no,yes,no,cellular,apr,mon,38,1,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,no
6795,0.527626,yes,Medium,88,retired,divorced,basic.4y,no,yes,no,cellular,may,wed,128,4,999,0,nonexistent,-1.8,92.893,-46.2,1.27,5099.1,no
6796,0.527615,yes,Medium,41,admin.,single,high.school,no,yes,no,telephone,nov,thu,234,1,999,0,nonexistent,-0.1,93.2,-42.0,4.592,5195.8,yes
6797,0.5276,yes,Medium,32,technician,single,professional.course,no,no,no,cellular,may,fri,153,2,999,0,nonexistent,-1.8,92.893,-46.2,1.25,5099.1,yes
6798,0.527537,yes,Medium,32,technician,single,professional.course,no,no,no,cellular,may,fri,53,3,999,0,nonexistent,-1.8,92.893,-46.2,1.25,5099.1,no
6799,0.527522,yes,Medium,38,technician,single,high.school,no,no,no,telephone,jun,wed,118,1,999,0,nonexistent,-1.7,94.055,-39.8,0.715,4991.6,no
6800,0.527444,yes,Medium,44,technician,married,professional.course,no,yes,no,cellular,apr,wed,56,1,999,1,failure,-1.8,93.075,-47.1,1.415,5099.1,no
6801,0.527253,yes,Medium,26,student,single,basic.4y,no,no,yes,cellular,may,mon,802,2,999,0,nonexistent,-1.8,92.893,-46.2,1.299,5099.1,yes
6802,0.527155,yes,Medium,27,admin.,single,university.degree,no,yes,no,cellular,may,fri,81,1,999,0,nonexistent,-1.8,92.893,-46.2,1.259,5099.1,no
6803,0.527155,yes,Medium,27,admin.,single,university.degree,no,yes,no,cellular,may,fri,120,1,999,0,nonexistent,-1.8,92.893,-46.2,1.259,5099.1,no
6804,0.527155,yes,Medium,27,admin.,single,university.degree,no,yes,no,cellular,may,fri,431,1,999,0,nonexistent,-1.8,92.893,-46.2,1.259,5099.1,yes
6805,0.527027,yes,Medium,40,technician,single,professional.course,no,no,yes,cellular,may,fri,807,1,999,0,nonexistent,-1.8,92.893,-46.2,1.259,5099.1,no
6806,0.527006,yes,Medium,31,blue-collar,single,high.school,no,no,no,cellular,may,fri,325,1,999,0,nonexistent,-1.8,92.893,-46.2,1.25,5099.1,no
6807,0.526974,yes,Medium,41,services,single,high.school,no,yes,no,cellular,may,mon,417,2,999,0,nonexistent,-1.8,92.893,-46.2,1.354,5099.1,no
6808,0.526951,yes,Medium,47,technician,divorced,university.degree,no,no,no,cellular,apr,fri,53,1,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,no
6809,0.526472,yes,Medium,57,blue-collar,married,basic.9y,no,no,no,cellular,apr,tue,304,1,999,0,nonexistent,-1.8,93.075,-47.1,1.453,5099.1,no
6810,0.526469,yes,Medium,36,self-employed,divorced,basic.9y,no,yes,no,cellular,apr,wed,93,1,999,0,nonexistent,-1.8,93.075,-47.1,1.415,5099.1,no
6811,0.526415,yes,Medium,27,blue-collar,unknown,high.school,no,no,no,cellular,may,mon,173,2,999,0,nonexistent,-1.8,92.893,-46.2,1.354,5099.1,no
6812,0.526376,yes,Medium,36,admin.,single,high.school,no,yes,no,telephone,apr,fri,777,2,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,no
6813,0.526206,yes,Medium,28,admin.,single,university.degree,no,yes,no,cellular,may,tue,187,1,999,0,nonexistent,-1.8,92.893,-46.2,1.266,5099.1,no
6814,0.526034,yes,Medium,33,technician,married,high.school,no,unknown,unknown,cellular,apr,mon,122,2,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,no
6815,0.525979,yes,Medium,51,services,married,high.school,no,yes,no,cellular,apr,mon,272,1,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,no
6816,0.525937,yes,Medium,44,unemployed,divorced,basic.6y,no,no,no,cellular,may,mon,208,1,999,0,nonexistent,-1.8,92.893,-46.2,1.244,5099.1,no
6817,0.525888,yes,Medium,29,technician,single,university.degree,no,yes,yes,cellular,may,fri,437,3,999,0,nonexistent,-1.8,92.893,-46.2,1.25,5099.1,yes
6818,0.525662,yes,Medium,29,admin.,single,high.school,no,no,yes,cellular,may,fri,48,1,999,0,nonexistent,-1.8,92.893,-46.2,1.25,5099.1,no
6819,0.525661,yes,Medium,52,admin.,married,university.degree,no,yes,no,telephone,apr,thu,327,2,999,1,failure,-1.8,93.075,-47.1,1.435,5099.1,no
6820,0.525347,yes,Medium,75,retired,divorced,basic.4y,no,yes,yes,cellular,may,fri,83,3,999,0,nonexistent,-1.8,92.893,-46.2,1.259,5099.1,no
6821,0.525265,yes,Medium,20,student,single,high.school,no,yes,no,cellular,may,wed,297,1,999,0,nonexistent,-1.8,92.893,-46.2,1.27,5099.1,no
6822,0.525109,yes,Medium,27,admin.,single,university.degree,no,no,no,cellular,may,mon,160,1,999,0,nonexistent,-1.8,92.893,-46.2,1.264,5099.1,no
