age,job,marital,education,default,housing,loan,contact,month,day_of_week,campaign,pdays,previous,poutcome,emp.var.rate,cons.price.idx,cons.conf.idx,euribor3m,nr.employed,y,subscription_probability,predicted_subscription,campaign_priority,customer_rank
38,blue-collar,single,high.school,no,yes,no,telephone,mar,wed,1,999,0,nonexistent,-1.8,93.369,-34.8,0.655,5008.7,1,0.8583284304191712,yes,High,347
38,technician,married,professional.course,no,yes,no,cellular,mar,thu,1,999,0,nonexistent,-1.8,92.843,-50.0,1.757,5099.1,1,0.8581878248893048,yes,High,348
26,admin.,single,university.degree,no,no,no,cellular,mar,fri,1,7,4,failure,-1.8,93.369,-34.8,0.636,5008.7,0,0.8581795251599957,yes,High,349
34,housemaid,single,basic.4y,no,yes,no,cellular,nov,tue,4,999,0,nonexistent,-3.4,92.649,-30.1,0.715,5017.5,1,0.8572919425303956,yes,High,350
49,admin.,single,high.school,no,no,no,cellular,oct,fri,1,999,1,failure,-3.4,92.431,-26.9,0.739,5017.5,0,0.8572479646765464,yes,High,351
28,self-employed,single,university.degree,no,yes,no,cellular,mar,fri,1,999,0,nonexistent,-1.8,92.843,-50.0,1.64,5099.1,0,0.8570164753416711,yes,High,352
31,admin.,single,university.degree,no,yes,no,cellular,nov,wed,1,999,0,nonexistent,-1.1,94.767,-50.8,1.048,4963.6,0,0.856913086340462,yes,High,353
82,retired,single,basic.4y,no,yes,no,cellular,oct,thu,2,999,0,nonexistent,-3.4,92.431,-26.9,0.722,5017.5,0,0.8565895978201049,yes,High,354
33,technician,married,university.degree,no,yes,no,cellular,mar,tue,2,999,0,nonexistent,-1.8,92.843,-50.0,1.687,5099.1,0,0.8564941714096896,yes,High,355
41,admin.,married,university.degree,no,yes,no,cellular,nov,fri,4,999,0,nonexistent,-1.1,94.767,-50.8,1.04,4963.6,1,0.8562193820690326,yes,High,356
25,admin.,single,university.degree,no,no,yes,cellular,apr,fri,1,999,0,nonexistent,-1.8,93.749,-34.6,0.645,5008.7,0,0.856009229737885,yes,High,357
62,retired,married,basic.4y,no,no,no,cellular,aug,mon,1,9,2,failure,-1.7,94.027,-38.3,0.898,4991.6,1,0.8555831890219461,yes,High,358
51,blue-collar,married,professional.course,no,yes,no,cellular,dec,wed,3,999,0,nonexistent,-3.0,92.713,-33.0,0.7,5023.5,1,0.8555666344533709,yes,High,359
52,admin.,married,university.degree,no,no,yes,telephone,apr,thu,3,999,0,nonexistent,-1.8,93.749,-34.6,0.659,5008.7,1,0.8554912177187117,yes,High,360
25,unemployed,married,high.school,no,no,no,cellular,jun,thu,2,999,0,nonexistent,-2.9,92.963,-40.8,1.26,5076.2,0,0.8549385545551473,yes,High,361
21,student,single,high.school,no,no,no,cellular,jun,wed,4,999,0,nonexistent,-2.9,92.963,-40.8,1.26,5076.2,0,0.8547717571603244,yes,High,362
22,student,single,high.school,no,no,no,cellular,oct,fri,2,999,1,failure,-3.4,92.431,-26.9,0.739,5017.5,1,0.85450970585372,yes,High,363
28,admin.,single,high.school,no,no,no,cellular,mar,fri,2,999,0,nonexistent,-1.8,92.843,-50.0,1.531,5099.1,1,0.85422280993478,yes,High,365
28,admin.,single,high.school,no,no,no,cellular,mar,fri,2,999,0,nonexistent,-1.8,92.843,-50.0,1.531,5099.1,0,0.85422280993478,yes,High,364
22,services,single,professional.course,no,no,no,cellular,jul,tue,1,999,1,failure,-1.7,94.215,-40.3,0.835,4991.6,1,0.8536946118692538,yes,High,366
21,student,single,university.degree,no,no,no,cellular,jun,fri,2,999,0,nonexistent,-2.9,92.963,-40.8,1.268,5076.2,1,0.8536902808502591,yes,High,367
71,retired,married,basic.4y,no,no,no,cellular,nov,tue,2,999,1,failure,-3.4,92.649,-30.1,0.715,5017.5,0,0.8536706023223034,yes,High,368
43,blue-collar,married,basic.9y,no,no,no,telephone,oct,tue,1,999,0,nonexistent,-0.1,93.798,-40.4,4.86,5195.8,0,0.8532785147119865,yes,High,369
48,unemployed,single,basic.9y,no,yes,no,cellular,apr,thu,1,2,1,success,-1.8,93.075,-47.1,1.365,5099.1,1,0.8525825620432819,yes,High,370
32,admin.,married,high.school,no,yes,no,cellular,sep,mon,1,999,0,nonexistent,-1.1,94.199,-37.5,0.879,4963.6,1,0.8524611902729603,yes,High,371
57,blue-collar,divorced,basic.4y,no,no,no,cellular,jun,mon,1,12,1,success,-2.9,92.963,-40.8,1.266,5076.2,0,0.85201990091695,yes,High,372
55,admin.,married,university.degree,no,yes,yes,cellular,jul,fri,2,999,1,failure,-1.7,94.215,-40.3,0.79,4991.6,0,0.851854274356618,yes,High,373
29,services,single,unknown,no,yes,no,cellular,apr,thu,2,999,0,nonexistent,-1.8,93.749,-34.6,0.659,5008.7,1,0.8512926791013274,yes,High,374
32,admin.,single,university.degree,no,yes,no,cellular,dec,tue,2,999,0,nonexistent,-3.0,92.713,-33.0,0.707,5023.5,1,0.8512830113412942,yes,High,375
78,retired,married,professional.course,no,yes,no,cellular,nov,wed,1,999,0,nonexistent,-3.4,92.649,-30.1,0.716,5017.5,0,0.8512769666999687,yes,High,376
73,retired,divorced,professional.course,unknown,yes,no,cellular,jul,thu,2,999,0,nonexistent,-1.7,94.215,-40.3,0.81,4991.6,0,0.8511292416886045,yes,High,377
60,retired,married,basic.4y,unknown,yes,no,cellular,oct,fri,1,999,0,nonexistent,-3.4,92.431,-26.9,0.72,5017.5,0,0.850763116578599,yes,High,378
86,retired,married,basic.4y,no,yes,no,cellular,sep,tue,3,999,0,nonexistent,-1.1,94.199,-37.5,0.881,4963.6,1,0.8504088919420664,yes,High,379
69,retired,married,basic.4y,no,yes,no,cellular,oct,thu,1,999,0,nonexistent,-3.4,92.431,-26.9,0.722,5017.5,1,0.8495436971490414,yes,High,380
72,retired,married,basic.4y,no,yes,no,cellular,jul,fri,2,999,1,failure,-1.7,94.215,-40.3,0.822,4991.6,0,0.8495074653881666,yes,High,381
38,services,single,high.school,no,no,no,cellular,sep,fri,2,999,0,nonexistent,-1.1,94.199,-37.5,0.878,4963.6,1,0.8494690761291327,yes,High,382
50,technician,married,high.school,no,yes,no,cellular,dec,mon,1,999,1,failure,-3.0,92.713,-33.0,0.717,5023.5,1,0.849022687412936,yes,High,383
37,unemployed,single,university.degree,no,yes,no,cellular,mar,fri,1,999,0,nonexistent,-1.8,92.843,-50.0,1.64,5099.1,0,0.8484064165963809,yes,High,384
31,student,married,high.school,no,yes,no,cellular,dec,wed,3,999,0,nonexistent,-3.0,92.713,-33.0,0.7,5023.5,0,0.8484044703699346,yes,High,385
38,technician,married,university.degree,no,yes,no,cellular,mar,tue,1,999,0,nonexistent,-1.8,92.843,-50.0,1.687,5099.1,1,0.848267081126701,yes,High,386
30,admin.,married,university.degree,no,unknown,unknown,cellular,mar,mon,3,8,1,success,-1.8,92.843,-50.0,1.629,5099.1,0,0.8478164719312276,yes,High,387
78,retired,divorced,professional.course,no,yes,no,cellular,mar,tue,1,999,1,failure,-1.8,93.369,-34.8,0.655,5008.7,1,0.8475831971101396,yes,High,388
75,retired,married,university.degree,no,yes,no,cellular,jul,thu,1,999,2,failure,-1.7,94.215,-40.3,0.81,4991.6,1,0.8473221027882355,yes,High,389
31,admin.,married,high.school,no,yes,no,cellular,oct,thu,2,999,1,failure,-3.4,92.431,-26.9,0.722,5017.5,0,0.8472663776406347,yes,High,390
46,admin.,married,university.degree,no,no,no,cellular,mar,tue,3,999,0,nonexistent,-1.8,92.843,-50.0,1.556,5099.1,1,0.8472350775574591,yes,High,391
43,blue-collar,married,professional.course,no,yes,yes,cellular,jun,thu,1,999,0,nonexistent,-1.7,94.055,-39.8,0.729,4991.6,1,0.8468781235399134,yes,High,392
28,student,single,high.school,no,yes,no,cellular,jun,fri,3,999,0,nonexistent,-2.9,92.963,-40.8,1.268,5076.2,1,0.8464741515695894,yes,High,393
30,blue-collar,single,university.degree,no,no,no,cellular,mar,fri,1,999,0,nonexistent,-1.8,92.843,-50.0,1.531,5099.1,0,0.8457371795543699,yes,High,394
18,student,single,high.school,no,no,no,cellular,nov,fri,2,7,2,failure,-3.4,92.649,-30.1,0.714,5017.5,1,0.8454564623748663,yes,High,395
23,blue-collar,single,basic.9y,no,no,no,cellular,jul,thu,4,999,1,failure,-1.7,94.215,-40.3,0.846,4991.6,1,0.8453961985421192,yes,High,396
30,admin.,single,university.degree,no,no,no,cellular,jun,thu,1,999,0,nonexistent,-2.9,92.963,-40.8,1.26,5076.2,1,0.8443867529514179,yes,High,397
22,student,single,unknown,no,no,no,cellular,jun,mon,1,999,0,nonexistent,-2.9,92.963,-40.8,1.26,5076.2,0,0.8443397277512141,yes,High,398
80,retired,married,illiterate,unknown,yes,yes,cellular,aug,tue,1,6,1,success,-2.9,92.201,-31.4,0.883,5076.2,1,0.8437045208611883,yes,High,399
63,retired,married,professional.course,no,no,no,cellular,dec,mon,4,999,0,nonexistent,-3.0,92.713,-33.0,0.706,5023.5,0,0.8434249353679035,yes,High,400
31,admin.,married,professional.course,no,no,no,cellular,mar,mon,2,999,0,nonexistent,-1.8,93.369,-34.8,0.646,5008.7,1,0.8432290197943505,yes,High,401
26,admin.,single,university.degree,no,yes,no,cellular,jul,wed,2,999,0,nonexistent,-2.9,92.469,-33.6,0.979,5076.2,0,0.8424334538623068,yes,High,402
31,self-employed,single,university.degree,no,yes,no,cellular,oct,fri,1,999,1,failure,-3.4,92.431,-26.9,0.73,5017.5,0,0.8423301401239683,yes,High,403
36,technician,single,professional.course,no,no,no,cellular,dec,mon,1,999,0,nonexistent,-3.0,92.713,-33.0,0.717,5023.5,0,0.842220495214513,yes,High,404
79,retired,married,basic.4y,no,no,yes,cellular,nov,tue,1,999,0,nonexistent,-3.4,92.649,-30.1,0.72,5017.5,1,0.8420671574193109,yes,High,405
29,admin.,single,university.degree,no,yes,no,cellular,jul,mon,2,999,1,failure,-1.7,94.215,-40.3,0.889,4991.6,0,0.841567574838648,yes,High,406
30,admin.,single,university.degree,no,no,no,cellular,jun,wed,1,999,0,nonexistent,-2.9,92.963,-40.8,1.26,5076.2,0,0.8414791572798017,yes,High,407
24,services,single,high.school,no,no,no,cellular,jun,wed,1,999,0,nonexistent,-2.9,92.963,-40.8,1.26,5076.2,0,0.8411857035484954,yes,High,408
52,management,married,high.school,no,yes,yes,cellular,aug,tue,1,10,4,failure,-2.9,92.201,-31.4,0.883,5076.2,1,0.8411691679342209,yes,High,409
57,management,married,university.degree,no,yes,no,cellular,aug,tue,1,5,2,failure,-2.9,92.201,-31.4,0.883,5076.2,0,0.841125509507326,yes,High,410
51,admin.,divorced,high.school,no,no,no,cellular,aug,tue,1,6,2,failure,-2.9,92.201,-31.4,0.838,5076.2,0,0.8410664047444093,yes,High,411
39,technician,single,university.degree,unknown,yes,no,cellular,oct,fri,1,999,0,nonexistent,-3.4,92.431,-26.9,0.72,5017.5,1,0.8409417647388265,yes,High,412
57,blue-collar,married,basic.9y,no,no,no,cellular,mar,fri,2,999,0,nonexistent,-1.8,93.369,-34.8,0.636,5008.7,0,0.84054451391215,yes,High,413
30,student,single,basic.4y,no,yes,yes,cellular,mar,tue,2,999,0,nonexistent,-1.8,92.843,-50.0,1.687,5099.1,0,0.8403186044480927,yes,High,414
32,management,single,university.degree,no,no,no,cellular,jul,fri,2,999,1,failure,-1.7,94.215,-40.3,0.861,4991.6,0,0.8401560681004473,yes,High,415
53,housemaid,married,high.school,no,yes,no,cellular,jun,fri,6,999,0,nonexistent,-1.7,94.055,-39.8,0.748,4991.6,0,0.8399167174657796,yes,High,416
58,unemployed,married,university.degree,no,yes,no,cellular,nov,thu,2,999,0,nonexistent,-1.1,94.767,-50.8,1.041,4963.6,1,0.8398932412439516,yes,High,417
32,management,single,university.degree,no,yes,yes,cellular,mar,tue,1,999,0,nonexistent,-1.8,92.843,-50.0,1.687,5099.1,0,0.8393653292351614,yes,High,418
32,admin.,married,university.degree,no,no,yes,telephone,oct,mon,1,999,0,nonexistent,-0.1,93.798,-40.4,4.912,5195.8,0,0.8393246944097202,yes,High,419
23,student,single,high.school,no,no,no,cellular,jun,tue,1,999,0,nonexistent,-2.9,92.963,-40.8,1.262,5076.2,1,0.8393210143071783,yes,High,420
46,admin.,divorced,university.degree,no,no,no,telephone,oct,mon,1,999,0,nonexistent,-0.1,93.798,-40.4,4.912,5195.8,1,0.8391872234579678,yes,High,421
70,retired,married,basic.4y,no,yes,no,telephone,apr,tue,2,999,1,failure,-1.8,93.749,-34.6,0.642,5008.7,0,0.8390986426751245,yes,High,422
32,admin.,single,university.degree,no,no,no,cellular,jun,fri,1,999,0,nonexistent,-2.9,92.963,-40.8,1.268,5076.2,1,0.8388734847045841,yes,High,423
64,retired,married,university.degree,no,yes,no,cellular,apr,wed,1,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,0,0.8387764003603813,yes,High,424
24,student,single,high.school,no,yes,no,cellular,oct,thu,3,999,0,nonexistent,-3.4,92.431,-26.9,0.722,5017.5,1,0.8385977979285324,yes,High,425
41,technician,single,professional.course,no,yes,no,cellular,mar,mon,1,999,0,nonexistent,-1.8,92.843,-50.0,1.703,5099.1,0,0.8376215275335412,yes,High,426
33,admin.,single,university.degree,no,no,no,cellular,jun,fri,2,999,0,nonexistent,-2.9,92.963,-40.8,1.268,5076.2,0,0.8375188426314568,yes,High,427
48,admin.,married,high.school,no,no,no,telephone,oct,mon,1,999,0,nonexistent,-0.1,93.798,-40.4,5.0,5195.8,1,0.8372841329708834,yes,High,428
35,admin.,married,university.degree,no,no,no,cellular,jun,thu,4,999,0,nonexistent,-2.9,92.963,-40.8,1.26,5076.2,1,0.8372185114208676,yes,High,429
18,student,single,basic.4y,no,yes,no,telephone,nov,tue,1,13,2,success,-1.1,94.767,-50.8,1.049,4963.6,1,0.8369732000757563,yes,High,430
20,student,single,unknown,no,yes,no,cellular,jun,wed,1,999,0,nonexistent,-2.9,92.963,-40.8,1.26,5076.2,1,0.8366896189807398,yes,High,431
30,admin.,single,university.degree,no,yes,no,cellular,jun,wed,2,999,0,nonexistent,-2.9,92.963,-40.8,1.26,5076.2,1,0.8357747881709252,yes,High,432
28,admin.,married,high.school,no,yes,no,cellular,nov,tue,5,999,0,nonexistent,-3.4,92.649,-30.1,0.715,5017.5,1,0.8355362166526206,yes,High,433
37,technician,married,professional.course,no,yes,no,telephone,apr,mon,1,999,0,nonexistent,-1.8,93.749,-34.6,0.642,5008.7,1,0.8353295355076397,yes,High,434
28,technician,single,professional.course,no,yes,no,cellular,nov,wed,1,999,1,failure,-3.4,92.649,-30.1,0.716,5017.5,1,0.835162758912019,yes,High,435
48,management,married,university.degree,no,yes,yes,cellular,nov,tue,2,999,0,nonexistent,-3.4,92.649,-30.1,0.715,5017.5,1,0.8346704466792422,yes,High,436
32,admin.,married,high.school,no,no,no,cellular,mar,thu,2,999,0,nonexistent,-1.8,92.843,-50.0,1.757,5099.1,0,0.8345840459513153,yes,High,437
32,admin.,single,professional.course,no,yes,no,cellular,jul,wed,1,999,0,nonexistent,-2.9,92.469,-33.6,1.029,5076.2,0,0.8337631697511187,yes,High,438
58,technician,married,basic.9y,no,yes,no,cellular,aug,mon,1,999,0,nonexistent,-1.7,94.027,-38.3,0.904,4991.6,1,0.833370063596783,yes,High,439
38,technician,married,university.degree,no,yes,yes,cellular,dec,wed,1,999,0,nonexistent,-3.0,92.713,-33.0,0.721,5023.5,1,0.8332860006122594,yes,High,440
70,retired,married,basic.4y,no,yes,no,cellular,dec,wed,1,999,2,failure,-3.0,92.713,-33.0,0.715,5023.5,0,0.8330933018223877,yes,High,441
43,blue-collar,married,basic.9y,no,yes,no,cellular,dec,tue,2,999,0,nonexistent,-3.0,92.713,-33.0,0.707,5023.5,1,0.8327311388490088,yes,High,442
23,student,single,basic.9y,no,yes,no,cellular,dec,tue,2,999,0,nonexistent,-3.0,92.713,-33.0,0.708,5023.5,1,0.8322989701072171,yes,High,443
59,blue-collar,married,basic.4y,no,yes,no,cellular,mar,mon,2,999,0,nonexistent,-1.8,93.369,-34.8,0.652,5008.7,1,0.8322083559482591,yes,High,444
24,student,single,high.school,no,yes,no,cellular,dec,thu,3,999,0,nonexistent,-3.0,92.713,-33.0,0.712,5023.5,1,0.8320646112411486,yes,High,445
30,technician,single,professional.course,no,no,no,cellular,sep,tue,2,999,1,failure,-1.1,94.199,-37.5,0.877,4963.6,1,0.8313559588505733,yes,High,446
83,retired,divorced,basic.4y,no,yes,yes,cellular,nov,tue,1,999,0,nonexistent,-3.4,92.649,-30.1,0.716,5017.5,0,0.8309281553339222,yes,High,447
29,blue-collar,single,professional.course,no,no,yes,cellular,mar,tue,2,999,1,failure,-1.8,93.369,-34.8,0.652,5008.7,1,0.8303929639934192,yes,High,448
30,admin.,single,university.degree,no,yes,yes,cellular,nov,tue,2,999,0,nonexistent,-3.4,92.649,-30.1,0.715,5017.5,0,0.8299487977130346,yes,High,449
25,services,single,high.school,no,yes,no,cellular,oct,thu,1,999,0,nonexistent,-3.4,92.431,-26.9,0.733,5017.5,0,0.8297428226050032,yes,High,450
32,technician,single,university.degree,no,no,no,cellular,jun,mon,1,999,0,nonexistent,-2.9,92.963,-40.8,1.266,5076.2,1,0.8293768002073384,yes,High,451
44,services,married,high.school,no,no,no,cellular,oct,mon,3,999,0,nonexistent,-1.1,94.601,-49.5,1.0,4963.6,0,0.8290092175510096,yes,High,452
50,admin.,married,university.degree,no,unknown,unknown,cellular,may,wed,1,999,1,failure,-1.8,93.876,-40.0,0.682,5008.7,0,0.8286796240610483,yes,High,453
18,student,single,basic.6y,no,no,yes,cellular,oct,fri,2,999,0,nonexistent,-3.4,92.431,-26.9,0.72,5017.5,1,0.8277810675217933,yes,High,454
69,retired,married,basic.6y,no,yes,no,cellular,nov,thu,3,999,0,nonexistent,-3.4,92.649,-30.1,0.716,5017.5,1,0.8277493313545441,yes,High,455
30,student,single,university.degree,no,yes,no,cellular,dec,mon,1,999,0,nonexistent,-3.0,92.713,-33.0,0.706,5023.5,0,0.8277419948812853,yes,High,456
88,retired,married,basic.4y,no,no,no,cellular,sep,mon,2,999,0,nonexistent,-1.1,94.199,-37.5,0.882,4963.6,0,0.8274097095983576,yes,High,457
26,student,single,basic.9y,no,yes,no,cellular,mar,mon,2,999,0,nonexistent,-1.8,92.843,-50.0,1.811,5099.1,1,0.8271104412527794,yes,High,458
34,technician,married,professional.course,no,no,no,telephone,mar,mon,6,6,1,success,-1.8,93.369,-34.8,0.646,5008.7,1,0.8270958844998233,yes,High,459
36,management,married,university.degree,no,no,no,cellular,mar,thu,2,999,0,nonexistent,-1.8,92.843,-50.0,1.538,5099.1,1,0.8270509571480822,yes,High,460
28,admin.,single,university.degree,no,yes,no,cellular,jun,fri,1,999,0,nonexistent,-2.9,92.963,-40.8,1.268,5076.2,1,0.8270340525579477,yes,High,461
43,management,single,university.degree,no,yes,no,cellular,oct,tue,1,999,0,nonexistent,-3.4,92.431,-26.9,0.744,5017.5,0,0.827003817857549,yes,High,462
30,student,single,university.degree,no,no,no,cellular,jul,tue,2,13,2,failure,-2.9,92.469,-33.6,0.908,5076.2,1,0.8266693553694147,yes,High,463
55,unemployed,married,basic.9y,no,no,no,cellular,oct,tue,1,999,0,nonexistent,-3.4,92.431,-26.9,0.728,5017.5,1,0.8260936644886988,yes,High,464
70,retired,married,basic.4y,no,yes,no,cellular,aug,fri,2,999,0,nonexistent,-2.9,92.201,-31.4,0.881,5076.2,1,0.8258795019508506,yes,High,465
26,admin.,single,university.degree,no,yes,no,cellular,jun,wed,1,999,0,nonexistent,-2.9,92.963,-40.8,1.26,5076.2,0,0.8258329720066648,yes,High,466
30,self-employed,single,university.degree,no,yes,no,cellular,sep,tue,1,999,0,nonexistent,-3.4,92.379,-29.8,0.788,5017.5,0,0.8258139164621031,yes,High,467
44,technician,married,university.degree,no,no,no,cellular,jun,wed,2,999,1,failure,-1.7,94.055,-39.8,0.715,4991.6,1,0.8254689818473679,yes,High,468
31,services,married,high.school,no,yes,no,cellular,jun,wed,2,999,0,nonexistent,-2.9,92.963,-40.8,1.26,5076.2,1,0.8254379594488814,yes,High,469
63,technician,married,high.school,no,no,no,cellular,apr,mon,3,999,0,nonexistent,-1.8,93.749,-34.6,0.642,5008.7,1,0.8251047380589235,yes,High,470
48,technician,married,high.school,no,yes,no,cellular,oct,thu,2,999,0,nonexistent,-3.4,92.431,-26.9,0.722,5017.5,1,0.8249735451162131,yes,High,471
37,student,single,unknown,no,no,no,cellular,jun,fri,1,999,0,nonexistent,-2.9,92.963,-40.8,1.268,5076.2,0,0.8249329668468622,yes,High,472
75,retired,divorced,basic.4y,no,no,no,cellular,oct,thu,2,999,0,nonexistent,-3.4,92.431,-26.9,0.722,5017.5,0,0.824922987310006,yes,High,473
36,technician,single,professional.course,no,no,no,cellular,jun,fri,2,999,0,nonexistent,-2.9,92.963,-40.8,1.268,5076.2,1,0.8247494827489004,yes,High,474
34,technician,married,university.degree,no,no,no,cellular,jun,tue,2,999,0,nonexistent,-2.9,92.963,-40.8,1.262,5076.2,0,0.8245979008712828,yes,High,475
49,management,married,university.degree,no,no,yes,cellular,nov,tue,1,999,0,nonexistent,-3.4,92.649,-30.1,0.715,5017.5,0,0.8241217976526214,yes,High,476
69,entrepreneur,married,high.school,no,yes,no,cellular,jun,wed,2,999,0,nonexistent,-2.9,92.963,-40.8,1.26,5076.2,0,0.823945892411461,yes,High,477
33,admin.,single,university.degree,no,no,no,cellular,jun,tue,3,999,0,nonexistent,-2.9,92.963,-40.8,1.262,5076.2,1,0.8237331481581348,yes,High,478
33,admin.,single,university.degree,no,yes,no,cellular,jun,thu,3,999,0,nonexistent,-2.9,92.963,-40.8,1.26,5076.2,0,0.8236389295160569,yes,High,479
43,technician,single,university.degree,no,no,yes,cellular,nov,fri,5,999,0,nonexistent,-3.4,92.649,-30.1,0.714,5017.5,0,0.8233808174283163,yes,High,480
26,admin.,married,unknown,no,no,no,cellular,mar,thu,1,999,1,failure,-1.8,93.369,-34.8,0.643,5008.7,0,0.8233582356402004,yes,High,481
25,services,single,high.school,no,yes,no,cellular,oct,thu,2,999,0,nonexistent,-3.4,92.431,-26.9,0.733,5017.5,1,0.823315651226705,yes,High,482
55,unemployed,married,basic.9y,no,yes,no,cellular,oct,tue,1,999,0,nonexistent,-3.4,92.431,-26.9,0.728,5017.5,0,0.8228255297035522,yes,High,483
25,technician,single,basic.9y,no,yes,no,cellular,jun,fri,2,999,0,nonexistent,-2.9,92.963,-40.8,1.268,5076.2,1,0.8226643305693571,yes,High,484
30,technician,married,university.degree,no,no,no,cellular,jun,mon,1,999,0,nonexistent,-2.9,92.963,-40.8,1.26,5076.2,0,0.8226030715982781,yes,High,485
39,entrepreneur,married,basic.6y,no,no,no,cellular,sep,tue,4,16,2,failure,-3.4,92.379,-29.8,0.819,5017.5,0,0.8224924188545502,yes,High,486
27,admin.,single,university.degree,no,yes,no,cellular,jun,fri,1,999,0,nonexistent,-2.9,92.963,-40.8,1.268,5076.2,0,0.8224372769483617,yes,High,487
32,technician,single,university.degree,no,yes,no,cellular,oct,tue,1,999,0,nonexistent,-3.4,92.431,-26.9,0.728,5017.5,1,0.822358221900383,yes,High,488
64,housemaid,married,basic.4y,no,yes,yes,cellular,dec,thu,5,999,0,nonexistent,-3.0,92.713,-33.0,0.714,5023.5,1,0.8222197920226937,yes,High,489
26,admin.,single,high.school,no,yes,yes,cellular,jun,fri,2,999,0,nonexistent,-2.9,92.963,-40.8,1.268,5076.2,0,0.8222079285183684,yes,High,490
27,admin.,single,university.degree,no,no,yes,cellular,jun,tue,1,999,0,nonexistent,-2.9,92.963,-40.8,1.262,5076.2,0,0.8220013774300442,yes,High,491
25,admin.,married,university.degree,no,yes,no,cellular,mar,fri,1,999,0,nonexistent,-1.8,92.843,-50.0,1.531,5099.1,1,0.8219093497416332,yes,High,492
36,admin.,married,university.degree,no,no,no,cellular,jun,wed,1,999,0,nonexistent,-2.9,92.963,-40.8,1.26,5076.2,0,0.8214729507319548,yes,High,493
64,retired,married,university.degree,no,yes,no,cellular,apr,tue,4,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,1,0.8210520411116714,yes,High,494
54,self-employed,married,university.degree,no,no,no,cellular,oct,thu,3,999,0,nonexistent,-1.1,94.601,-49.5,0.987,4963.6,0,0.8209935283671425,yes,High,495
41,technician,divorced,university.degree,no,yes,no,cellular,aug,fri,1,999,1,failure,-1.7,94.027,-38.3,0.905,4991.6,0,0.8204294350257375,yes,High,496
34,admin.,married,university.degree,no,no,no,cellular,oct,fri,1,999,2,failure,-3.4,92.431,-26.9,0.73,5017.5,1,0.8204289539547438,yes,High,497
32,technician,divorced,professional.course,no,yes,yes,cellular,mar,tue,1,999,0,nonexistent,-1.8,92.843,-50.0,1.556,5099.1,1,0.8202514635520203,yes,High,498
42,entrepreneur,married,basic.9y,no,unknown,unknown,cellular,mar,tue,1,999,0,nonexistent,-1.8,92.843,-50.0,1.799,5099.1,0,0.8201427675556513,yes,High,499
28,admin.,single,university.degree,no,no,no,cellular,oct,fri,2,999,0,nonexistent,-3.4,92.431,-26.9,0.739,5017.5,0,0.8200252424104321,yes,High,500
27,admin.,single,high.school,no,no,no,cellular,jul,thu,2,999,2,failure,-1.7,94.215,-40.3,0.782,4991.6,0,0.819984586444697,yes,High,501
34,admin.,married,university.degree,no,no,no,cellular,oct,thu,1,999,0,nonexistent,-3.4,92.431,-26.9,0.722,5017.5,1,0.8198177201710019,yes,High,502
30,admin.,married,high.school,no,no,no,cellular,jun,mon,1,999,0,nonexistent,-2.9,92.963,-40.8,1.26,5076.2,0,0.8196618481172592,yes,High,503
28,technician,single,university.degree,no,yes,no,cellular,mar,mon,2,999,0,nonexistent,-1.8,92.843,-50.0,1.811,5099.1,0,0.8195626887184623,yes,High,504
32,admin.,single,university.degree,no,no,no,cellular,oct,wed,1,999,0,nonexistent,-3.4,92.431,-26.9,0.724,5017.5,1,0.8192806390075771,yes,High,505
37,student,single,unknown,no,no,yes,cellular,jun,fri,1,999,0,nonexistent,-2.9,92.963,-40.8,1.268,5076.2,0,0.819261869694161,yes,High,506
70,retired,married,unknown,no,yes,yes,cellular,apr,thu,1,999,0,nonexistent,-1.8,93.075,-47.1,1.41,5099.1,0,0.8191672064882357,yes,High,507
27,student,single,unknown,no,yes,no,cellular,jun,tue,4,999,0,nonexistent,-2.9,92.963,-40.8,1.286,5076.2,0,0.8189960316836994,yes,High,508
70,retired,married,professional.course,no,no,no,cellular,aug,fri,3,999,1,failure,-2.9,92.201,-31.4,0.869,5076.2,0,0.8183807940748654,yes,High,509
24,admin.,single,high.school,no,yes,yes,cellular,mar,wed,1,999,0,nonexistent,-1.8,92.843,-50.0,1.602,5099.1,1,0.8182756626602545,yes,High,510
68,retired,married,basic.4y,unknown,yes,no,cellular,jun,mon,3,999,0,nonexistent,-1.7,94.055,-39.8,0.754,4991.6,0,0.8182317897170596,yes,High,511
27,technician,single,university.degree,no,yes,no,cellular,aug,thu,3,999,5,failure,-1.7,94.027,-38.3,0.904,4991.6,0,0.8179338646230212,yes,High,512
32,admin.,married,university.degree,no,no,no,cellular,jun,tue,1,999,0,nonexistent,-2.9,92.963,-40.8,1.262,5076.2,1,0.8179192478384959,yes,High,513
23,technician,single,university.degree,no,yes,no,cellular,oct,fri,1,999,0,nonexistent,-3.4,92.431,-26.9,0.73,5017.5,1,0.8178142379897334,yes,High,514
38,admin.,married,high.school,no,yes,no,cellular,oct,thu,1,999,1,failure,-3.4,92.431,-26.9,0.754,5017.5,0,0.8177147399648796,yes,High,515
33,admin.,single,unknown,no,no,no,cellular,mar,thu,3,999,1,failure,-1.8,93.369,-34.8,0.635,5008.7,0,0.8173763551140868,yes,High,516
