customer_rank,age,job,marital,education,housing,loan,contact,month,campaign,pdays,previous,poutcome,subscription_probability,predicted_subscription,campaign_priority
4843,55,technician,married,professional.course,yes,yes,cellular,jul,5,999,0,nonexistent,0.2892584913439492,no,Low
4844,25,blue-collar,single,high.school,yes,no,telephone,jun,3,999,0,nonexistent,0.28922846261088914,no,Low
4845,45,services,divorced,high.school,no,no,cellular,may,9,999,1,failure,0.2892189724227119,no,Low
4846,56,management,married,university.degree,no,no,cellular,nov,1,999,0,nonexistent,0.28921471616896416,no,Low
4847,29,admin.,married,high.school,no,yes,telephone,jun,8,999,0,nonexistent,0.289191390701419,no,Low
4848,30,blue-collar,married,high.school,yes,yes,cellular,nov,5,999,0,nonexistent,0.2891364146522768,no,Low
4849,38,unknown,married,unknown,yes,no,cellular,aug,10,999,0,nonexistent,0.2891073931787563,no,Low
4850,58,retired,married,basic.4y,yes,no,cellular,aug,3,999,0,nonexistent,0.28909842423672666,no,Low
4851,41,self-employed,married,professional.course,no,no,cellular,aug,1,999,0,nonexistent,0.2890842296957517,no,Low
4852,50,technician,married,professional.course,yes,no,cellular,aug,2,999,0,nonexistent,0.2890145075025309,no,Low
4853,38,admin.,married,university.degree,no,no,cellular,aug,1,999,0,nonexistent,0.2890108528694883,no,Low
4854,32,admin.,single,university.degree,unknown,unknown,cellular,jul,2,999,0,nonexistent,0.2889886397887525,no,Low
4855,46,admin.,single,high.school,yes,no,cellular,nov,1,999,1,failure,0.28895867989822327,no,Low
4856,50,blue-collar,married,basic.9y,yes,no,cellular,jul,1,999,0,nonexistent,0.28895684029891827,no,Low
4857,29,blue-collar,single,basic.4y,yes,no,cellular,may,1,999,1,failure,0.2888475342630196,no,Low
4858,47,blue-collar,married,basic.6y,yes,no,cellular,aug,2,999,0,nonexistent,0.2888308083389409,no,Low
4859,32,admin.,married,university.degree,yes,yes,cellular,aug,1,999,0,nonexistent,0.2887984631794544,no,Low
4860,31,technician,single,professional.course,yes,no,cellular,aug,3,999,0,nonexistent,0.2887820789628406,no,Low
4861,48,technician,married,university.degree,yes,no,cellular,aug,1,999,0,nonexistent,0.2887730797802215,no,Low
4862,31,unemployed,married,basic.6y,yes,no,telephone,jun,1,999,0,nonexistent,0.2887685620097978,no,Low
4863,36,admin.,married,university.degree,yes,no,cellular,aug,11,999,0,nonexistent,0.28875597679286186,no,Low
4864,42,blue-collar,married,basic.9y,no,no,telephone,jun,3,999,0,nonexistent,0.28860802612633346,no,Low
4865,32,admin.,single,university.degree,yes,no,cellular,aug,6,999,0,nonexistent,0.2885273825440921,no,Low
4866,27,blue-collar,married,high.school,no,no,cellular,may,5,999,1,failure,0.2884896016659679,no,Low
4867,39,technician,married,unknown,yes,no,cellular,jul,4,999,0,nonexistent,0.2884566128923097,no,Low
4868,45,blue-collar,married,basic.4y,yes,yes,telephone,jun,3,999,0,nonexistent,0.288430913286302,no,Low
4869,31,blue-collar,divorced,basic.9y,yes,yes,telephone,jun,2,999,0,nonexistent,0.28842374482783595,no,Low
4870,30,entrepreneur,divorced,university.degree,no,no,telephone,jun,5,999,0,nonexistent,0.2883344436609285,no,Low
4871,40,technician,divorced,high.school,yes,yes,cellular,nov,2,999,1,failure,0.2882931487636012,no,Low
4872,37,admin.,married,university.degree,no,no,cellular,aug,12,999,0,nonexistent,0.2882788111926415,no,Low
4873,54,management,married,university.degree,no,yes,cellular,aug,1,999,0,nonexistent,0.28826344053385167,no,Low
4874,42,blue-collar,married,unknown,no,no,telephone,jun,7,999,0,nonexistent,0.28822089020040326,no,Low
4875,54,blue-collar,married,basic.4y,yes,no,cellular,aug,1,999,0,nonexistent,0.2882131254460197,no,Low
4876,28,blue-collar,single,basic.6y,yes,yes,cellular,may,6,999,0,nonexistent,0.28817993899007144,no,Low
4877,52,blue-collar,divorced,unknown,no,no,cellular,jul,8,999,0,nonexistent,0.2881605732692453,no,Low
4878,32,blue-collar,married,basic.9y,no,no,telephone,jun,2,999,0,nonexistent,0.2881239526295563,no,Low
4879,48,blue-collar,married,professional.course,yes,no,cellular,jul,5,999,0,nonexistent,0.28811949942902504,no,Low
4880,31,technician,single,university.degree,no,no,cellular,aug,4,999,0,nonexistent,0.28808183441797114,no,Low
4881,31,technician,married,university.degree,no,no,cellular,aug,2,999,0,nonexistent,0.2880458097986422,no,Low
4882,46,admin.,married,university.degree,yes,yes,cellular,aug,1,999,0,nonexistent,0.28803955046982205,no,Low
4883,33,admin.,married,university.degree,unknown,unknown,cellular,aug,2,999,0,nonexistent,0.2879726604234472,no,Low
4884,43,admin.,married,university.degree,yes,yes,cellular,aug,1,999,0,nonexistent,0.28797211993163374,no,Low
4885,42,blue-collar,single,basic.6y,unknown,unknown,telephone,jun,3,999,0,nonexistent,0.28794027059624017,no,Low
4886,48,blue-collar,married,basic.9y,yes,no,cellular,jul,1,999,0,nonexistent,0.28793589605043624,no,Low
4887,45,management,married,high.school,yes,no,cellular,aug,1,999,0,nonexistent,0.28790995617753745,no,Low
4888,35,admin.,divorced,high.school,unknown,unknown,cellular,jul,2,999,0,nonexistent,0.2879054422950519,no,Low
4889,28,admin.,single,university.degree,yes,no,telephone,jun,1,999,0,nonexistent,0.28790342621166576,no,Low
4890,31,admin.,married,university.degree,yes,no,cellular,aug,1,999,0,nonexistent,0.2878997901841424,no,Low
4891,33,blue-collar,married,basic.9y,no,no,cellular,nov,1,999,0,nonexistent,0.287894561813118,no,Low
4892,57,housemaid,married,basic.4y,yes,no,cellular,nov,1,999,0,nonexistent,0.2878888264430501,no,Low
4894,31,blue-collar,single,basic.4y,yes,no,cellular,jul,1,999,0,nonexistent,0.28788534212739547,no,Low
4893,31,blue-collar,single,basic.4y,yes,no,cellular,jul,1,999,0,nonexistent,0.28788534212739547,no,Low
4895,35,admin.,single,university.degree,no,no,cellular,aug,1,999,0,nonexistent,0.28784895796300225,no,Low
4896,39,services,married,high.school,yes,yes,cellular,may,6,999,0,nonexistent,0.28784140548300474,no,Low
4897,38,management,married,professional.course,yes,no,cellular,nov,3,999,0,nonexistent,0.2877882274841701,no,Low
4898,31,admin.,single,university.degree,no,no,telephone,jun,1,999,0,nonexistent,0.28778191939657666,no,Low
4899,35,admin.,single,high.school,no,no,telephone,jun,5,999,0,nonexistent,0.2877777059983353,no,Low
4900,60,admin.,married,basic.9y,no,no,cellular,aug,11,999,0,nonexistent,0.28777148187118234,no,Low
4901,39,admin.,single,unknown,yes,no,telephone,jun,2,999,0,nonexistent,0.28776771658407063,no,Low
4902,59,admin.,married,university.degree,yes,no,cellular,aug,5,999,0,nonexistent,0.28771829643299246,no,Low
4903,42,blue-collar,married,basic.6y,no,no,cellular,nov,2,999,0,nonexistent,0.28770654601177453,no,Low
4904,31,admin.,married,basic.9y,yes,no,cellular,nov,3,999,0,nonexistent,0.28765404263959155,no,Low
4905,30,blue-collar,single,basic.9y,yes,no,telephone,jun,2,999,0,nonexistent,0.28761612357701455,no,Low
4906,46,student,single,unknown,yes,no,cellular,jul,5,999,0,nonexistent,0.2875000419630374,no,Low
4907,46,services,divorced,high.school,no,no,cellular,apr,2,999,1,failure,0.2874202313220372,no,Low
4908,53,admin.,divorced,high.school,yes,yes,telephone,nov,2,999,0,nonexistent,0.287354195917382,no,Low
4909,60,retired,married,basic.6y,no,no,cellular,aug,1,999,0,nonexistent,0.2873060777521368,no,Low
4910,45,services,married,basic.9y,yes,no,cellular,jul,1,999,0,nonexistent,0.287246439994385,no,Low
4911,39,management,married,university.degree,no,no,cellular,nov,1,999,0,nonexistent,0.2872303069934203,no,Low
4912,32,blue-collar,married,basic.9y,no,no,cellular,nov,1,999,0,nonexistent,0.2872140405814022,no,Low
4913,46,services,married,unknown,unknown,unknown,cellular,aug,3,999,0,nonexistent,0.28717620446211206,no,Low
4914,48,technician,divorced,professional.course,yes,no,cellular,aug,1,999,0,nonexistent,0.2871637191543002,no,Low
4915,30,admin.,single,high.school,no,no,telephone,jun,2,999,0,nonexistent,0.28707367473050477,no,Low
4916,42,admin.,divorced,university.degree,no,no,cellular,aug,7,999,0,nonexistent,0.28705594341675433,no,Low
4917,34,admin.,married,university.degree,yes,no,telephone,jun,4,999,0,nonexistent,0.28698243215734975,no,Low
4918,54,management,married,university.degree,no,no,cellular,nov,3,999,0,nonexistent,0.2869801170338238,no,Low
4919,27,housemaid,married,high.school,yes,no,cellular,jul,3,999,0,nonexistent,0.28690470102457427,no,Low
4920,53,admin.,divorced,university.degree,no,no,cellular,aug,1,999,0,nonexistent,0.2868921546446097,no,Low
4921,39,technician,married,professional.course,no,no,cellular,aug,1,999,0,nonexistent,0.2868882045253174,no,Low
4922,36,blue-collar,married,basic.9y,no,yes,cellular,nov,3,999,0,nonexistent,0.2868557860940136,no,Low
4923,31,technician,single,professional.course,yes,no,cellular,aug,3,999,0,nonexistent,0.2868436677149953,no,Low
4924,36,services,single,high.school,yes,no,telephone,may,4,999,0,nonexistent,0.2867855321678332,no,Low
4925,46,management,married,high.school,yes,yes,cellular,nov,2,999,0,nonexistent,0.2867756894383536,no,Low
4926,41,blue-collar,single,basic.4y,yes,no,cellular,jul,6,999,0,nonexistent,0.2867419211219504,no,Low
4927,45,management,married,university.degree,no,no,cellular,nov,2,999,0,nonexistent,0.2867282093593591,no,Low
4928,42,admin.,married,university.degree,unknown,unknown,cellular,aug,1,999,0,nonexistent,0.28672220372428203,no,Low
4929,38,admin.,single,university.degree,yes,no,cellular,nov,6,999,0,nonexistent,0.2867086772286949,no,Low
4930,51,admin.,married,university.degree,no,no,cellular,nov,1,999,0,nonexistent,0.28665315842796124,no,Low
4931,31,blue-collar,married,basic.9y,yes,yes,cellular,jul,3,999,0,nonexistent,0.28663506504076214,no,Low
4932,46,technician,divorced,professional.course,yes,yes,cellular,aug,5,999,0,nonexistent,0.28662120636562577,no,Low
4933,60,self-employed,married,university.degree,no,no,cellular,aug,1,999,0,nonexistent,0.2865791838528905,no,Low
4934,60,self-employed,married,university.degree,no,no,cellular,aug,1,999,0,nonexistent,0.2865791838528905,no,Low
4935,47,management,married,university.degree,no,no,cellular,nov,2,999,0,nonexistent,0.28654058740474697,no,Low
4936,36,admin.,divorced,university.degree,yes,no,cellular,aug,10,999,0,nonexistent,0.2865361339991025,no,Low
4937,38,admin.,married,university.degree,no,no,telephone,jun,2,999,0,nonexistent,0.28651381659731284,no,Low
4938,54,technician,married,university.degree,no,no,cellular,nov,2,999,0,nonexistent,0.2865102460397208,no,Low
4939,55,services,married,basic.4y,no,yes,cellular,aug,1,999,0,nonexistent,0.28643806600301325,no,Low
4940,40,technician,divorced,university.degree,no,no,cellular,aug,3,999,0,nonexistent,0.2864223776058248,no,Low
4941,32,technician,divorced,professional.course,yes,no,cellular,nov,1,999,0,nonexistent,0.28639614732244595,no,Low
4942,56,blue-collar,married,basic.4y,yes,no,cellular,aug,3,999,0,nonexistent,0.2863705144566244,no,Low
4943,40,blue-collar,married,basic.9y,no,no,cellular,may,4,999,2,failure,0.2863465852189185,no,Low
4944,24,student,single,high.school,no,no,cellular,jul,1,999,0,nonexistent,0.28632973744462165,no,Low
4945,37,admin.,single,university.degree,yes,no,telephone,jun,8,999,0,nonexistent,0.28628976230521064,no,Low
4946,48,technician,married,university.degree,no,no,cellular,aug,6,999,0,nonexistent,0.2862805819225253,no,Low
4947,30,admin.,divorced,high.school,no,no,telephone,jun,10,999,0,nonexistent,0.2862286897646432,no,Low
4948,36,admin.,single,university.degree,yes,no,cellular,aug,1,999,0,nonexistent,0.2862174535407102,no,Low
4949,36,admin.,single,university.degree,yes,no,cellular,aug,1,999,0,nonexistent,0.2862123301852117,no,Low
4950,52,unemployed,married,university.degree,no,yes,cellular,jul,2,999,0,nonexistent,0.2861801088971649,no,Low
4951,34,admin.,married,university.degree,no,no,telephone,jun,2,999,0,nonexistent,0.2861060060315302,no,Low
4952,35,admin.,married,high.school,yes,no,telephone,jun,2,999,0,nonexistent,0.2860973096283098,no,Low
4953,33,unemployed,married,high.school,unknown,unknown,cellular,jul,1,999,0,nonexistent,0.2860795929715512,no,Low
4954,52,admin.,divorced,basic.9y,yes,no,telephone,may,1,999,0,nonexistent,0.2860329713126116,no,Low
4955,30,services,married,high.school,yes,no,telephone,nov,7,999,0,nonexistent,0.285991394842658,no,Low
4956,30,blue-collar,married,basic.9y,no,yes,telephone,jun,2,999,0,nonexistent,0.28598359545770435,no,Low
4957,52,blue-collar,married,unknown,no,yes,cellular,jul,11,999,0,nonexistent,0.2859327376114753,no,Low
4958,37,admin.,married,university.degree,no,no,telephone,jun,6,999,0,nonexistent,0.2858569314436289,no,Low
4959,38,blue-collar,married,basic.6y,yes,no,telephone,jun,2,999,0,nonexistent,0.2857703974513818,no,Low
4960,41,admin.,married,university.degree,yes,no,cellular,aug,5,999,0,nonexistent,0.28576736193959046,no,Low
4961,46,admin.,divorced,university.degree,yes,yes,cellular,nov,2,999,1,failure,0.28572828715790316,no,Low
4962,43,technician,single,professional.course,yes,no,telephone,jun,3,999,0,nonexistent,0.28571758007621767,no,Low
4963,48,self-employed,married,university.degree,no,no,cellular,nov,1,999,0,nonexistent,0.28570977573673545,no,Low
4964,23,blue-collar,single,basic.9y,no,no,telephone,jun,1,999,0,nonexistent,0.28570470648467783,no,Low
4965,33,admin.,single,university.degree,yes,yes,cellular,aug,1,999,0,nonexistent,0.2856737675373878,no,Low
4966,32,admin.,married,high.school,no,no,cellular,nov,3,999,0,nonexistent,0.2856659734462864,no,Low
4967,33,admin.,married,professional.course,no,no,telephone,jun,3,999,0,nonexistent,0.28561628453286747,no,Low
4968,31,admin.,single,university.degree,yes,no,cellular,aug,6,999,0,nonexistent,0.2855927825594505,no,Low
4969,35,blue-collar,single,basic.4y,yes,no,cellular,may,5,999,0,nonexistent,0.28552187922288297,no,Low
4970,34,admin.,single,university.degree,yes,no,cellular,aug,1,999,0,nonexistent,0.2854943825815459,no,Low
4971,34,admin.,single,university.degree,yes,no,cellular,aug,1,999,0,nonexistent,0.2854943825815459,no,Low
4972,29,management,single,university.degree,no,yes,cellular,aug,1,999,0,nonexistent,0.28546150860585084,no,Low
4973,36,admin.,single,university.degree,yes,no,cellular,aug,1,999,0,nonexistent,0.28545672225233104,no,Low
4974,39,blue-collar,married,basic.6y,yes,no,cellular,may,9,999,0,nonexistent,0.2854028943667035,no,Low
4975,31,admin.,single,university.degree,yes,no,cellular,aug,1,999,0,nonexistent,0.28540253441164276,no,Low
4976,43,admin.,divorced,university.degree,no,no,telephone,jun,2,999,0,nonexistent,0.28536220200411433,no,Low
4977,31,management,married,university.degree,yes,no,cellular,nov,2,999,0,nonexistent,0.285342095382501,no,Low
4978,54,admin.,married,basic.9y,yes,yes,cellular,nov,2,999,0,nonexistent,0.28529511422433784,no,Low
4979,59,retired,married,basic.4y,yes,no,cellular,aug,1,999,0,nonexistent,0.28527073722140245,no,Low
4980,32,management,single,university.degree,yes,no,cellular,aug,1,999,0,nonexistent,0.28524802450005643,no,Low
4981,36,technician,single,high.school,yes,no,cellular,aug,1,999,0,nonexistent,0.2851996022269436,no,Low
4982,54,technician,divorced,professional.course,yes,no,cellular,aug,4,999,0,nonexistent,0.2851694917273418,no,Low
4983,53,retired,married,basic.4y,yes,no,cellular,nov,1,999,0,nonexistent,0.28502505471696543,no,Low
4984,36,blue-collar,single,basic.9y,no,no,telephone,jun,2,999,0,nonexistent,0.28493398232892453,no,Low
4985,33,technician,single,professional.course,no,yes,cellular,aug,1,999,0,nonexistent,0.28487504811656855,no,Low
4986,41,self-employed,married,basic.9y,yes,no,telephone,jun,7,999,0,nonexistent,0.2848707492909369,no,Low
4987,43,technician,married,high.school,yes,no,cellular,aug,1,999,0,nonexistent,0.2848405457634854,no,Low
4988,47,blue-collar,married,basic.4y,yes,no,cellular,may,1,999,1,failure,0.28477968112241514,no,Low
4989,34,technician,married,university.degree,no,no,cellular,aug,8,999,0,nonexistent,0.28476822670640595,no,Low
4990,50,technician,single,university.degree,yes,no,cellular,aug,2,999,0,nonexistent,0.28474275837831403,no,Low
4991,35,blue-collar,married,basic.6y,no,no,cellular,nov,1,999,0,nonexistent,0.2847255579814293,no,Low
4992,36,self-employed,married,university.degree,yes,no,cellular,nov,3,999,0,nonexistent,0.2847179309279769,no,Low
4993,46,blue-collar,married,basic.6y,yes,no,cellular,aug,1,999,0,nonexistent,0.28461607883263407,no,Low
4994,55,technician,married,professional.course,yes,no,telephone,aug,7,999,0,nonexistent,0.28459901900462836,no,Low
4995,31,admin.,married,university.degree,no,no,telephone,jun,2,999,0,nonexistent,0.2845810455545644,no,Low
4996,47,admin.,married,high.school,no,no,cellular,aug,8,999,0,nonexistent,0.2845724119558921,no,Low
4997,46,admin.,married,professional.course,no,no,cellular,aug,1,999,0,nonexistent,0.2845058888615266,no,Low
4998,39,technician,married,professional.course,yes,no,telephone,jun,2,999,0,nonexistent,0.28445426615482566,no,Low
5000,44,blue-collar,married,basic.4y,yes,no,cellular,aug,1,999,0,nonexistent,0.28444913607865924,no,Low
4999,44,blue-collar,married,basic.4y,yes,no,cellular,aug,1,999,0,nonexistent,0.28444913607865924,no,Low
5001,41,blue-collar,married,unknown,yes,no,cellular,nov,4,999,0,nonexistent,0.28443533784814123,no,Low
5002,43,admin.,single,university.degree,yes,no,cellular,aug,2,999,0,nonexistent,0.28440929599913156,no,Low
5003,29,technician,single,university.degree,yes,no,cellular,aug,1,999,0,nonexistent,0.2843455491109195,no,Low
5004,36,technician,married,high.school,no,no,cellular,nov,3,999,0,nonexistent,0.2842850618945216,no,Low
5005,39,entrepreneur,married,university.degree,yes,no,telephone,jun,1,999,0,nonexistent,0.28422810710670543,no,Low
5006,32,admin.,married,high.school,yes,no,telephone,jun,7,999,0,nonexistent,0.2842153783029514,no,Low
5007,34,technician,married,university.degree,no,no,telephone,jun,1,999,0,nonexistent,0.28420693418308246,no,Low
5008,31,self-employed,married,university.degree,yes,no,cellular,aug,1,999,0,nonexistent,0.2842063817821476,no,Low
5009,54,admin.,married,university.degree,no,no,cellular,nov,1,999,0,nonexistent,0.28417551630970206,no,Low
5010,45,technician,divorced,university.degree,yes,no,cellular,nov,4,999,1,failure,0.2841624683962137,no,Low
5011,45,admin.,married,unknown,yes,no,cellular,jul,1,999,0,nonexistent,0.2841611389632102,no,Low
5012,34,technician,divorced,professional.course,yes,no,cellular,aug,4,999,0,nonexistent,0.2841286168946971,no,Low
5013,50,admin.,married,basic.9y,yes,no,telephone,may,4,999,0,nonexistent,0.28397120015076566,no,Low
5014,32,entrepreneur,married,university.degree,yes,no,cellular,aug,9,999,0,nonexistent,0.2839005585633837,no,Low
5015,32,admin.,married,university.degree,yes,yes,cellular,aug,2,999,0,nonexistent,0.28387965425861855,no,Low
5016,45,admin.,divorced,professional.course,no,yes,cellular,may,1,999,1,failure,0.2838247236695558,no,Low
5017,30,blue-collar,married,basic.4y,no,no,telephone,jun,4,999,0,nonexistent,0.2838030312856931,no,Low
5018,52,admin.,married,unknown,no,no,cellular,aug,1,999,0,nonexistent,0.28378510831059695,no,Low
5019,39,technician,married,professional.course,yes,no,cellular,aug,1,999,0,nonexistent,0.28371469813891415,no,Low
5020,34,admin.,single,high.school,no,no,telephone,jun,3,999,0,nonexistent,0.28367980596482295,no,Low
5021,31,blue-collar,married,basic.9y,no,no,telephone,jun,2,999,0,nonexistent,0.28360140526900435,no,Low
5022,33,admin.,married,university.degree,yes,no,telephone,jun,1,999,0,nonexistent,0.283575631127765,no,Low
5023,48,technician,married,university.degree,no,no,cellular,nov,1,999,0,nonexistent,0.28356672567483115,no,Low
5024,53,housemaid,married,unknown,no,no,cellular,aug,2,999,0,nonexistent,0.28354344558241745,no,Low
5025,30,admin.,married,high.school,no,no,telephone,jun,3,999,0,nonexistent,0.283440070445362,no,Low
5026,50,admin.,divorced,university.degree,no,no,cellular,aug,4,999,0,nonexistent,0.28343974900024294,no,Low
5027,36,admin.,married,university.degree,yes,no,telephone,jun,1,999,0,nonexistent,0.2833432875906903,no,Low
5029,51,admin.,married,university.degree,yes,no,cellular,aug,1,999,0,nonexistent,0.2833066306285595,no,Low
5028,51,admin.,married,university.degree,yes,no,cellular,aug,1,999,0,nonexistent,0.2833066306285595,no,Low
5030,41,blue-collar,married,basic.9y,no,no,telephone,jun,3,999,0,nonexistent,0.28328495766855954,no,Low
5031,41,blue-collar,married,basic.9y,no,no,telephone,jun,3,999,0,nonexistent,0.28328495766855954,no,Low
5032,50,unknown,single,unknown,yes,no,telephone,jun,1,999,0,nonexistent,0.2832809788684862,no,Low
5033,40,admin.,married,university.degree,no,no,telephone,jun,3,999,0,nonexistent,0.28326836367841557,no,Low
5034,36,blue-collar,single,professional.course,yes,no,cellular,may,1,999,0,nonexistent,0.28322914332861476,no,Low
5035,43,blue-collar,married,basic.9y,yes,no,cellular,may,6,999,0,nonexistent,0.2832175102307437,no,Low
5036,36,technician,single,high.school,yes,yes,cellular,aug,7,999,0,nonexistent,0.2831280652470449,no,Low
5037,48,management,married,university.degree,no,no,cellular,aug,1,999,0,nonexistent,0.28309514363846294,no,Low
5038,35,entrepreneur,married,professional.course,yes,no,telephone,may,5,999,0,nonexistent,0.2830671876050769,no,Low
5039,32,technician,single,professional.course,unknown,unknown,cellular,aug,4,999,0,nonexistent,0.2829943212416222,no,Low
5040,34,technician,single,university.degree,yes,no,cellular,aug,1,999,0,nonexistent,0.28297574768440914,no,Low
5041,52,blue-collar,married,basic.4y,no,no,telephone,jun,2,999,0,nonexistent,0.2829609523190997,no,Low
5042,35,blue-collar,married,basic.9y,no,no,telephone,jun,2,999,0,nonexistent,0.2828976581706687,no,Low
5043,44,blue-collar,married,basic.6y,yes,yes,cellular,nov,2,999,0,nonexistent,0.28289463955146277,no,Low
5044,31,blue-collar,single,basic.9y,yes,no,cellular,may,8,999,0,nonexistent,0.28287963237673014,no,Low
5045,35,technician,single,professional.course,no,yes,cellular,aug,1,999,0,nonexistent,0.2828504109685826,no,Low
5046,33,admin.,single,university.degree,yes,yes,cellular,aug,4,999,0,nonexistent,0.28284593518836787,no,Low
5047,48,admin.,divorced,university.degree,yes,no,cellular,aug,6,999,0,nonexistent,0.2828408344201666,no,Low
5048,30,technician,single,university.degree,yes,no,cellular,aug,3,999,0,nonexistent,0.28283234566405785,no,Low
5049,42,admin.,single,university.degree,no,no,cellular,aug,1,999,0,nonexistent,0.28274575500253474,no,Low
5050,34,technician,married,university.degree,yes,no,cellular,aug,2,999,0,nonexistent,0.2827193367542586,no,Low
5051,37,housemaid,single,professional.course,no,yes,cellular,jul,1,999,0,nonexistent,0.2826183935392784,no,Low
5052,27,technician,single,professional.course,no,no,telephone,jun,1,999,0,nonexistent,0.28255284792028607,no,Low
5053,43,admin.,married,high.school,yes,no,telephone,jun,1,999,0,nonexistent,0.2825327724223665,no,Low
5054,34,technician,married,high.school,no,no,cellular,aug,1,999,0,nonexistent,0.28250284399483333,no,Low
5055,33,technician,married,professional.course,yes,no,cellular,may,7,999,1,failure,0.2824851481149917,no,Low
5056,46,blue-collar,married,basic.6y,no,no,cellular,aug,1,999,0,nonexistent,0.2823672296779081,no,Low
5057,33,blue-collar,married,basic.9y,no,yes,telephone,jun,1,999,0,nonexistent,0.28233155896030715,no,Low
5058,29,admin.,unknown,professional.course,yes,no,cellular,nov,1,999,1,failure,0.28226797997675956,no,Low
5059,32,technician,married,professional.course,no,no,cellular,aug,3,999,0,nonexistent,0.2822556178700296,no,Low
5060,31,technician,married,university.degree,no,no,telephone,jun,1,999,0,nonexistent,0.2821581219803227,no,Low
5061,40,blue-collar,married,basic.4y,no,no,telephone,jun,7,999,0,nonexistent,0.28214324531709006,no,Low
5062,59,retired,married,university.degree,no,no,cellular,aug,1,999,0,nonexistent,0.282140303866506,no,Low
5063,60,retired,divorced,university.degree,yes,no,telephone,jun,4,999,0,nonexistent,0.2820908141743856,no,Low
5064,32,admin.,single,university.degree,yes,yes,cellular,aug,1,999,0,nonexistent,0.2820554628992351,no,Low
5065,36,blue-collar,married,basic.9y,yes,yes,telephone,jun,4,999,0,nonexistent,0.2820431436185106,no,Low
5066,45,entrepreneur,married,unknown,no,no,telephone,jun,5,999,0,nonexistent,0.2820248246454084,no,Low
5067,30,technician,married,university.degree,no,no,cellular,nov,6,999,0,nonexistent,0.2820036572284341,no,Low
5068,40,blue-collar,married,basic.6y,no,no,telephone,jun,2,999,0,nonexistent,0.2819935966045333,no,Low
5069,59,retired,married,unknown,yes,yes,cellular,aug,2,999,0,nonexistent,0.2819782723011392,no,Low
5070,56,retired,divorced,university.degree,no,no,cellular,aug,2,999,0,nonexistent,0.2819694729626039,no,Low
5071,52,admin.,married,high.school,yes,no,cellular,aug,1,999,0,nonexistent,0.2819417620617921,no,Low
5072,58,blue-collar,married,high.school,no,no,telephone,jun,3,999,0,nonexistent,0.281928897413487,no,Low
5073,54,blue-collar,married,university.degree,yes,no,cellular,aug,2,999,0,nonexistent,0.28191096129197357,no,Low
5074,43,blue-collar,single,professional.course,no,no,telephone,jun,1,999,0,nonexistent,0.2819028679692621,no,Low
5075,38,technician,married,professional.course,yes,no,cellular,aug,1,999,0,nonexistent,0.28189143060401717,no,Low
5076,45,unknown,married,unknown,no,no,telephone,jun,4,999,0,nonexistent,0.28185400631110413,no,Low
5077,26,blue-collar,single,basic.9y,no,no,telephone,jun,3,999,0,nonexistent,0.2818524368933923,no,Low
5078,46,blue-collar,married,basic.4y,no,no,telephone,jun,2,999,0,nonexistent,0.28183655788285067,no,Low
5079,31,technician,single,university.degree,yes,yes,cellular,aug,1,999,0,nonexistent,0.2818113877644932,no,Low
5080,34,technician,divorced,unknown,no,no,cellular,jul,7,999,0,nonexistent,0.2818066451191046,no,Low
5081,41,management,married,basic.6y,no,yes,telephone,jun,2,999,0,nonexistent,0.2818039904545241,no,Low
5082,59,housemaid,married,basic.4y,yes,no,cellular,aug,1,999,0,nonexistent,0.2817971825779768,no,Low
5083,50,management,married,professional.course,no,no,cellular,aug,4,999,0,nonexistent,0.28177900299562014,no,Low
5084,33,admin.,single,university.degree,yes,yes,cellular,aug,6,999,0,nonexistent,0.281762109230929,no,Low
5085,47,services,married,high.school,yes,no,cellular,aug,1,999,0,nonexistent,0.2817410083522907,no,Low
5086,49,technician,divorced,university.degree,yes,no,telephone,nov,1,999,0,nonexistent,0.28173305066239174,no,Low
5087,55,admin.,married,university.degree,no,no,telephone,jun,4,999,0,nonexistent,0.2817036677931339,no,Low
5088,38,technician,single,university.degree,no,no,telephone,jun,1,999,0,nonexistent,0.2816537850865339,no,Low
5089,51,management,married,university.degree,yes,no,cellular,aug,1,999,0,nonexistent,0.2816398895440625,no,Low
5090,53,retired,divorced,basic.4y,no,yes,cellular,jul,3,999,0,nonexistent,0.2815694877166004,no,Low
5091,35,blue-collar,married,basic.4y,yes,no,cellular,may,1,999,1,failure,0.2815527198491715,no,Low
5092,42,blue-collar,married,basic.6y,no,yes,cellular,may,1,999,1,failure,0.2814836917347858,no,Low
5093,31,admin.,married,university.degree,yes,no,cellular,nov,5,999,0,nonexistent,0.2814646144269692,no,Low
5094,53,admin.,divorced,university.degree,yes,no,cellular,nov,1,999,0,nonexistent,0.28142764232623,no,Low
5095,40,blue-collar,married,basic.9y,yes,yes,telephone,jun,2,999,0,nonexistent,0.28139594617735925,no,Low
5096,38,services,divorced,high.school,yes,no,cellular,apr,2,999,1,failure,0.28130720774087387,no,Low
5097,57,blue-collar,married,basic.4y,no,no,cellular,aug,1,999,0,nonexistent,0.2813049270318384,no,Low
5098,30,services,married,high.school,no,yes,cellular,nov,4,999,0,nonexistent,0.2812774816228885,no,Low
5099,36,services,single,basic.6y,no,no,telephone,jun,1,999,0,nonexistent,0.2812755127310445,no,Low
5100,49,technician,married,professional.course,yes,no,cellular,nov,2,999,0,nonexistent,0.2812673708495867,no,Low
